item,a,b
A71319,1.17581091642949,-2.06486168361282
A71334,0.639081426507961,1.22673334495557
A71337,0.119110179645602,8.70562690767396
A71358,0.308188471938457,1.83736497090616
A71371,0.964381396968919,-0.0734483053403142
A71372,1.26347051851,-0.894688091073107
A71377,2.02614399632884,-2.08777356627042
A71379,1.00228195136979,-1.60554067133613
A71381,1.03272488299913,-0.325418610365496
A71388,1.23027470880269,-2.43857229757122
A71391,0.847241480208048,-2.87025478091126
A71397,0.738717429236666,-1.97191872423481
A71398,0.117175158347787,-1.20081585968382
A71442,0.291188509556303,0.803406235675446
A71449,2.06270008832674,-1.98081121184605
A71452,0.445951355086099,-1.7289294309307
A71457,0.0205101949725888,169.88827235061
A71464,1.21982078138071,-1.7672855574622
A71467,1.00891658722553,-1.00402207607403
A71477,1.11840231030035,0.174939249440556
A71478,1.79399434996717,-2.43087301370012
A71479,0.935836705400216,-0.546776466218739
A71481,0.438907445819449,-2.19548966526905
A71482,2.48860384146281,-0.833742597716956
A71483,2.18104539513407,-0.550372172016425
A71485,0.482680991309504,2.849760963929
A71488,0.321710859781252,-3.04594557924756
A71489,0.891082354670645,-0.900107615583384
A71492,0.53063793670657,-2.03649996339615
A71493,0.469743726851776,-1.29332919146785
A71494,0.584895618677616,-4.94130363559148
A71495,0.883141868995476,-1.25850658225932
A71496,0.580665280702766,0.480341566576702
