id,theta_reference,stratum,split,used_in_run
1193,0.907131217393041,8,train,True
1194,0.281447834125515,6,train,True
1195,1.02098732251556,8,train,True
1196,-0.324067181706576,4,validation,True
1197,0.053540228664235,5,train,True
1198,-0.0423393988355537,5,test,True
1199,0.81888515665227,7,train,True
12,-1.64713064385774,0,train,True
120,-0.716458106515815,2,validation,True
1200,0.756761076730437,7,train,True
1201,1.31275921234851,8,train,True
1202,1.11315343724396,8,train,True
1203,0.389145026403052,6,train,True
1204,0.733071873051673,7,validation,True
1205,1.68645727982059,9,train,True
1206,0.486447046924916,6,validation,True
1207,0.0412352886858319,5,train,True
1208,0.18046490283366,5,train,True
1209,0.599981775619779,7,train,True
121,-0.278591296783417,4,train,True
1210,0.606419004698836,7,test,True
1211,1.32084824052794,8,test,True
1212,-0.142427523941058,4,test,True
1213,1.07764519593027,8,train,True
1214,2.1544544755014,9,test,True
1215,-0.281192958026251,4,train,True
1216,0.687119289737234,7,train,True
1217,-0.107230202689062,4,test,True
1218,0.875778728185967,7,train,True
1219,-0.299018305492281,4,train,True
122,-0.329819574778029,4,train,True
1220,0.279987254767819,6,train,True
1221,0.317722668548146,6,train,True
1222,0.0649575517907948,5,validation,True
1223,1.364406237081,8,train,True
1224,-0.614258873148314,3,train,True
1225,-0.504721708547513,3,test,True
1226,-0.188971806673102,4,train,True
1227,-0.654499464737678,2,train,True
1228,-0.853139451394798,2,train,True
1229,-1.11402505334935,1,validation,True
123,-0.428141292928861,3,train,True
1230,-0.560336615396867,3,train,True
1231,-0.0046442769579621,5,train,True
1232,-0.998983859132589,1,train,True
1233,-0.80555532354479,2,train,True
1234,0.119806816485359,5,train,True
1235,-0.112117092340366,4,test,True
1236,-0.643674797473397,2,train,True
1237,-0.776224140846449,2,validation,True
1238,0.776992660063106,7,validation,True
1239,-0.646463531809924,2,train,True
124,-0.916527107530437,1,train,True
1240,-0.417597641338563,3,train,True
1241,-0.240861428841618,4,train,True
1242,-0.433195501243444,3,validation,True
1243,0.497688483966138,6,train,True
1244,1.21981601443439,8,validation,True
1245,-0.286149212261066,4,train,True
1246,-1.16585488274127,1,train,True
1247,0.6012919086131,7,train,True
1248,0.171155171239984,5,validation,True
1249,0.0802500913743581,5,train,True
125,-0.470830917792288,3,train,True
1250,0.10465761950166,5,train,True
1251,-0.589315352800557,3,validation,True
1252,0.0830682995731613,5,train,True
1253,-0.897379125719988,2,train,True
1254,-0.570821366934275,3,train,True
1255,-0.224062840223188,4,train,True
1256,-0.187463776274117,4,train,True
1257,0.650156966277599,7,test,True
1258,-0.49531422509289,3,validation,True
1259,0.411994525939361,6,test,True
126,-2.47909877166083,0,test,True
1260,0.614298382737837,7,train,True
1261,1.06813259660261,8,train,True
1262,-0.0843260892150848,5,train,True
1263,0.436676752270444,6,test,True
1264,-0.597063837982813,3,test,True
1265,-0.292964395955169,4,train,True
1266,0.605430404690186,7,test,True
1267,-0.45514368480581,3,train,True
1268,-0.16950355020482,4,train,True
1269,-0.018050036077949,5,test,True
127,-1.99330637106863,0,validation,True
1270,0.302857056603668,6,test,True
1271,-0.635576751986571,2,test,True
1272,-0.21548306510573,4,train,True
1273,-0.110166907264012,4,validation,True
1274,-0.488629138054069,3,train,True
1275,-0.203297220759829,4,test,True
1276,-0.553200272243611,3,train,True
1277,-0.0414366297927919,5,test,True
1278,-0.752173578763524,2,train,True
1279,0.132276878858492,5,test,True
128,1.50747824710756,9,test,True
1280,0.510120284938065,7,train,True
1281,-0.965971535133388,1,validation,True
1282,-1.0641408494368,1,test,True
1283,0.0747346653065104,5,train,True
1284,-0.866049775094409,2,train,True
1285,-0.966392402092579,1,train,True
1286,0.205418190566573,6,train,True
1287,-0.40446125576628,3,test,True
1288,0.233180472389299,6,train,True
1289,0.890009528354512,8,train,True
129,-0.917788796943608,1,train,True
1290,-0.399228761207989,3,train,True
1291,-0.757301817220395,2,validation,True
1292,-1.15823917543828,1,train,True
1293,0.340397167784135,6,train,True
1294,-0.598807703944736,3,train,True
1295,0.897208436797361,8,train,True
1296,-0.348726712976396,4,train,True
1297,-0.388813773670402,3,train,True
1298,-0.813796302679677,2,train,True
1299,-1.68549053198031,0,train,True
13,-1.27862225969027,0,validation,True
130,-0.704754151774585,2,train,True
1300,-1.38544724462577,0,train,True
1301,-0.536534719690889,3,train,True
1302,-0.27904652498594,4,train,True
1303,-1.16621891406103,1,validation,True
1304,-0.266732367208358,4,train,True
1305,-0.158426398939106,4,test,True
1306,0.759654989948349,7,train,True
1307,-1.33421066576848,0,test,True
1308,-0.758827575773064,2,train,True
1309,0.152696328936987,5,train,True
131,-2.13384552761844,0,train,True
1310,-0.837478267133477,2,train,True
1311,-1.22681827846914,0,train,True
1312,-0.792227262011658,2,test,True
1313,-1.10661208290571,1,train,True
1314,0.816686465255543,7,train,True
1315,0.11728823613835,5,test,True
1316,0.0970772786929233,5,train,True
1317,0.0529482257126925,5,validation,True
1318,-0.157079550233953,4,train,True
1319,-0.42666236927088,3,validation,True
132,-0.530082235010617,3,test,True
1320,-0.352102188324933,4,train,True
1321,0.0056892415665085,5,test,True
1322,-0.557252202676993,3,train,True
1323,-0.355382512021261,4,train,True
1324,-0.391800114726172,3,train,True
1325,-0.445009942256581,3,validation,True
1326,-0.202791308164681,4,test,True
1327,-0.744470669892005,2,train,True
1328,-0.699255596537983,2,train,True
1329,-0.438631283036858,3,train,True
133,-0.774825230361874,2,test,True
1330,-0.721496103206077,2,test,True
1331,-0.803458154923374,2,train,True
1332,-1.34787870549753,0,test,True
1333,-1.23690454448348,0,train,True
1334,0.373263093759517,6,train,True
1335,0.469218376699792,6,test,True
1336,-0.688439229621208,2,train,True
1337,-0.573521433563333,3,train,True
1338,-0.591149283691556,3,train,True
1339,-1.12918314263037,1,test,True
134,-0.299365031656134,4,train,True
1340,-0.671541551593952,2,train,True
1341,-0.728979988105559,2,test,True
1342,-0.716076221582085,2,train,True
1343,-0.595077403471489,3,train,True
1344,-1.25985704900412,0,validation,True
1345,0.385172566009692,6,train,True
1346,-0.113768998238591,4,train,True
1347,-0.457072618514789,3,train,True
1348,-0.571473594361227,3,test,True
1349,-0.799534360931004,2,train,True
135,-0.105548612383189,4,test,True
1350,-0.557442676772049,3,validation,True
1351,-0.176554143773992,4,test,True
1352,-0.84271557171684,2,train,True
1353,-0.782555829011578,2,train,True
1354,-1.11889265231651,1,train,True
1355,-0.207040069037268,4,train,True
1356,0.0141506267904519,5,train,True
1357,0.269192430184057,6,test,True
1358,-1.0279914536237,1,train,True
1359,-1.01752947970275,1,train,True
136,-0.406743185859331,3,test,True
1360,-1.05975631788702,1,train,True
1361,-1.19860580314481,1,train,True
1362,-1.39309797346954,0,test,True
1363,-0.61796072901116,3,train,True
1364,-1.03807518004955,1,train,True
1365,-0.342616876357,4,train,True
1366,-1.84073094465855,0,train,True
1367,-0.556129495746622,3,train,True
1368,1.42810956803181,9,train,True
1369,-0.0306609256898899,5,train,True
137,-1.04588476136026,1,train,True
1370,-0.597488534154863,3,train,True
1371,-0.257859529432009,4,train,True
1372,-0.667217462052312,2,validation,True
1373,-0.618219322535729,3,train,True
1374,-0.282103188791353,4,train,True
1375,-0.552757002956613,3,test,True
1376,-0.868572191889603,2,test,True
1377,0.393874020168422,6,test,True
1378,-1.1463378751434,1,train,True
1379,-1.48790728782142,0,train,True
138,-0.563973585226986,3,validation,True
1380,-0.722332206548142,2,train,True
1381,-0.141628774515095,4,train,True
1382,0.511559738711593,7,train,True
1383,-1.41478587305169,0,train,True
1384,-1.16367162204584,1,test,True
1385,-0.721195967544223,2,validation,True
1386,-0.59446398808497,3,train,True
1387,-0.0426625175782606,5,train,True
1388,-1.00607437454196,1,test,True
1389,0.0075987207050395,5,train,True
139,-0.636373730145288,2,train,True
1390,0.390085326997627,6,test,True
1391,-0.207788206849661,4,train,True
1392,-0.39177614891943,3,train,True
1393,-0.967641110863949,1,train,True
1394,-0.935270810154451,1,train,True
1395,-0.500934749350892,3,train,True
1396,-0.549140559364162,3,validation,True
1397,-1.04510790024225,1,train,True
1398,-0.281525023714581,4,train,True
1399,-1.30947646013524,0,train,True
14,-1.35698180826466,0,train,True
140,-0.468632621078934,3,train,True
1400,-0.263821837836628,4,test,True
1401,-1.14385379484554,1,validation,True
1402,-1.29824573842832,0,train,True
1403,0.27640747047807,6,train,True
1404,-1.62341291547588,0,train,True
1405,-1.12366704993601,1,test,True
1406,-0.110889907611322,4,train,True
1407,-0.499407659032603,3,train,True
1408,-0.650331098603755,2,train,True
1409,-0.573152819050871,3,train,True
141,-0.429683868771613,3,train,True
1410,-0.636463001196261,2,train,True
1411,-0.501699000887716,3,test,True
1412,-0.991216353858703,1,train,True
1413,1.92634324742827,9,train,True
1414,-0.228042643349427,4,train,True
1415,-0.0586489362092195,5,train,True
1416,1.55123286285697,9,train,True
1417,-0.120795349227029,4,train,True
1418,-0.681052907939427,2,train,True
1419,-0.105725886268686,4,train,True
142,-0.323968872096865,4,test,True
1420,-0.429595581009841,3,train,True
1421,0.521381880802296,7,test,True
1422,-0.702062756730843,2,train,True
1423,0.276739083136503,6,test,True
1424,0.0645137393913435,5,train,True
1425,-0.467779471294493,3,train,True
1426,-0.290098347915348,4,train,True
1427,-0.629837534259263,2,validation,True
1428,-0.382636058319845,3,train,True
1429,-0.584936161921559,3,test,True
143,-0.371435833462521,3,train,True
1430,-0.869475041092513,2,train,True
1431,-0.176480076560286,4,train,True
1432,-0.237101700769181,4,validation,True
1433,-0.415196673222976,3,test,True
1434,-0.405096167191046,3,train,True
1435,-0.913455895380913,1,train,True
1436,-0.340943515030839,4,train,True
1437,-0.113757928720428,4,train,True
1438,-0.286156344711745,4,train,True
1439,-0.724920802884394,2,train,True
144,-1.37054525043508,0,train,True
1440,-0.605372316704912,3,test,True
1441,-1.13940091187562,1,train,True
1442,0.265278657992511,6,train,True
1443,0.53420320563197,7,train,True
1444,0.86569310918426,7,validation,True
1445,-0.486666211078575,3,train,True
1446,-1.07190716056872,1,train,True
1447,-0.534921467426593,3,train,True
1448,-0.707941326608089,2,train,True
1449,-0.51134069633012,3,train,True
145,-0.785953138839494,2,train,True
1450,0.150150617999596,5,validation,True
1451,-0.591484287470988,3,validation,True
1452,-0.475709654506485,3,train,True
1453,-0.603843355913624,3,test,True
1454,-0.666177912572332,2,train,True
1455,-0.42925951031007,3,train,True
1456,-1.09006086141374,1,train,True
1457,-0.545887664942735,3,validation,True
1458,-0.945541517791668,1,train,True
1459,-0.0358416489617266,5,train,True
146,-1.14848007069677,1,train,True
1460,-0.314150290219374,4,validation,True
1461,-1.32250437401825,0,train,True
1462,1.26032726700331,8,train,True
1463,1.00756947744274,8,train,True
1464,-0.199716066708744,4,train,True
1465,-0.259675403751355,4,test,True
1466,-0.302530653529699,4,train,True
1467,0.341126441647566,6,test,True
1468,0.704042329188661,7,train,True
1469,-0.286682247611612,4,train,True
147,-0.874628117381062,2,test,True
1470,-0.097813915087106,4,train,True
1471,-0.651148777726795,2,test,True
1472,0.208720672627443,6,train,True
1473,0.664742220651574,7,train,True
1474,-0.864528646823438,2,train,True
1475,0.33749092779596,6,train,True
1476,-0.199001305403514,4,test,True
1477,-0.664854533908202,2,train,True
1478,-0.863823279290521,2,test,True
1479,0.264078481464395,6,train,True
148,-0.739810829321273,2,train,True
1480,0.207325292301924,6,test,True
1481,-0.188910987165025,4,train,True
1482,-0.460598283543349,3,test,True
1483,-0.537199163109532,3,train,True
1484,-0.016383948628538,5,train,True
1485,0.639815619528347,7,train,True
1486,-0.28306795011764,4,train,True
1487,0.168687041430429,5,train,True
1488,0.375393599857552,6,train,True
1489,-0.784757580136541,2,train,True
149,-0.513529546535124,3,train,True
1490,0.323985870162556,6,train,True
1491,0.314047089134193,6,validation,True
1492,0.793658150672989,7,test,True
1493,0.466311674032354,6,train,True
1494,-0.196544683966127,4,train,True
1495,-0.0280943198036906,5,test,True
1496,-0.306529596822663,4,train,True
1497,0.707427557850387,7,train,True
1498,0.565028492674831,7,validation,True
1499,1.16545308301904,8,train,True
15,-1.27721394832902,0,train,True
150,-1.01576410522434,1,train,True
1500,-0.307183859226858,4,validation,True
1501,0.75140670219605,7,train,True
1502,0.0774951833645761,5,train,True
1503,0.924582550800988,8,train,True
1504,0.798176398395484,7,train,True
1505,-0.793240272455165,2,train,True
1506,0.720911866313714,7,train,True
1507,-0.76241827221942,2,train,True
1508,-0.308103068243023,4,test,True
1509,0.477649984888226,6,train,True
151,-0.658529359973257,2,test,True
1510,0.676673192664701,7,train,True
1511,0.826111269273507,7,test,True
1512,-0.44621314601435,3,test,True
1513,0.578841934561774,7,train,True
1514,0.708247567970914,7,train,True
1515,0.0576176566496705,5,train,True
1516,0.0707535621796751,5,train,True
1517,0.720233028654563,7,test,True
1518,-0.741810407479385,2,train,True
1519,0.497772282864971,6,test,True
152,-0.897729811853551,2,train,True
1520,1.183304798615,8,train,True
1521,-0.518145140984049,3,train,True
1522,0.0214675002928116,5,train,True
1523,-0.305719339947295,4,train,True
1524,1.08703220310306,8,train,True
1525,0.298613361815372,6,train,True
1526,0.19094787405068,6,train,True
1527,-0.199045068519542,4,test,True
1528,-0.0930407290198438,4,train,True
1529,-0.377317360027915,3,test,True
153,-0.663637851161076,2,train,True
1530,-0.321014704855956,4,train,True
1531,0.456472775069606,6,train,True
1532,0.161043208426488,5,train,True
1533,-0.30686656890649,4,train,True
1534,0.501974582755157,6,train,True
1535,0.60312747188903,7,train,True
1536,-0.129727879813424,4,train,True
1537,0.0644140051542373,5,test,True
1538,-0.10518304275155,4,validation,True
1539,-0.957962577224461,1,train,True
154,-0.415797088690617,3,train,True
1540,-0.136236993637169,4,validation,True
1541,-0.185253762394507,4,validation,True
1542,1.03420342423698,8,train,True
1543,0.0600107065080938,5,train,True
1544,-0.0090806837503679,5,validation,True
1545,-0.281811164544065,4,train,True
1546,1.16074520356659,8,train,True
1547,0.506428236189433,7,train,True
1548,0.0451593657106831,5,train,True
1549,0.24227675721256,6,train,True
155,-0.382941236366136,3,train,True
1550,0.335837213239305,6,test,True
1551,1.97324088703205,9,train,True
1552,-0.0839451879915104,5,test,True
1553,-0.058074369687014,5,train,True
1554,-0.48029687277043,3,train,True
1555,0.705508537233728,7,validation,True
1556,0.5714282450604,7,train,True
1557,0.466667758057554,6,test,True
1558,0.119430498297682,5,train,True
1559,0.827651886395556,7,train,True
156,-1.16124601833892,1,test,True
1560,0.0891006312710755,5,validation,True
1561,-0.313350220060894,4,train,True
1562,-0.141799484935026,4,train,True
1563,-1.39781267535662,0,train,True
1564,0.0809003942925252,5,train,True
1565,-0.748146032917487,2,train,True
1566,-0.37405908700712,3,train,True
1567,-0.410542370078066,3,train,True
1568,-0.123418617628576,4,train,True
1569,-0.29975856328535,4,test,True
157,-0.246947528075872,4,train,True
1570,1.10060107348605,8,train,True
1571,-0.874018282895891,2,validation,True
1572,0.168659824937192,5,train,True
1573,-1.00078579783075,1,train,True
1574,-0.616884668031061,3,train,True
1575,-0.172366185138827,4,train,True
1576,0.207289300539723,6,train,True
1577,-0.0932333999837215,4,train,True
1578,-0.621935283434105,2,train,True
1579,-0.0065472555804813,5,train,True
158,-0.756931369060612,2,train,True
1580,-0.320722240479419,4,train,True
1581,-0.261280907072112,4,test,True
1582,-0.23988426245612,4,train,True
1583,-0.943013434685725,1,train,True
1584,-0.724096278008283,2,train,True
1585,-0.638732338395762,2,test,True
1586,-0.142128121720817,4,train,True
1587,0.117669593632094,5,train,True
1588,-1.19111683665223,1,validation,True
1589,-0.822535432041687,2,train,True
159,-0.79540266028663,2,test,True
1590,-0.285224204492283,4,train,True
1591,-0.95113921295008,1,train,True
1592,-1.10799679362058,1,train,True
1593,-1.43512294044331,0,test,True
1594,-0.517180624352261,3,train,True
1595,-0.713871068484422,2,train,True
1596,-1.24059763229596,0,train,True
1597,-0.857532417793204,2,validation,True
1598,0.172620044907536,5,train,True
1599,-1.39319009538362,0,train,True
16,-1.44207002036044,0,train,True
160,-0.525510350692646,3,test,True
1600,-0.335364391740593,4,train,True
1601,0.0157984682403183,5,train,True
1602,-0.204869570006046,4,validation,True
1603,-0.649368239842711,2,test,True
1604,-0.0481877821110036,5,train,True
1605,-0.972033358801192,1,train,True
1606,-0.113169517742478,4,validation,True
1607,-0.636805780236392,2,train,True
1608,-0.818839741725084,2,train,True
1609,-0.225860480230371,4,train,True
161,-0.432982137423421,3,test,True
1610,-0.389660935345799,3,train,True
1611,-0.499386308715093,3,validation,True
1612,-0.421233965027538,3,train,True
1613,0.0524047132244611,5,train,True
1614,-0.87869144915115,2,train,True
1615,-1.29290829991274,0,train,True
1616,0.151166192137239,5,train,True
1617,0.189169079634958,6,train,True
1618,-0.948933055577977,1,train,True
1619,0.0983345352343581,5,train,True
162,-0.52683317128318,3,train,True
1620,0.24876863149996,6,train,True
1621,-0.110246824176089,4,train,True
1622,-0.0777620136257286,5,train,True
1623,0.958793788747063,8,train,True
1624,-1.15106840759262,1,test,True
1625,-0.608121086209673,3,test,True
1626,0.198333173372731,6,train,True
1627,-0.20258708211102,4,train,True
1628,-0.137293149663852,4,train,True
1629,-0.879240560399113,2,train,True
163,-0.473656355322248,3,test,True
1630,-0.513770296071778,3,train,True
1631,-1.05815124731695,1,test,True
1632,-0.051224935787922,5,train,True
1633,-0.281166023169935,4,train,True
1634,0.868564342824244,7,train,True
1635,0.0956702571920178,5,train,True
1636,0.0991744616966199,5,train,True
1637,0.858097615182733,7,train,True
1638,1.12704925689164,8,validation,True
1639,-0.159114147299901,4,train,True
164,-0.602202826956238,3,train,True
1640,0.322333794225018,6,test,True
1641,-1.12771986091267,1,train,True
1642,-0.86648714339748,2,validation,True
1643,-0.590023294295218,3,validation,True
1644,-0.590574348374638,3,train,True
1645,-0.396243949331943,3,test,True
1646,1.31630837716388,8,train,True
1647,-0.0655457337468908,5,train,True
1648,0.647608058460607,7,validation,True
1649,0.261553083910196,6,train,True
165,-0.98773091986918,1,train,True
1650,0.141912065419515,5,train,True
1651,-0.379232773496045,3,validation,True
1652,-0.92142262230509,1,test,True
1653,-1.04934096069986,1,train,True
1654,-0.201484981903825,4,train,True
1655,-0.420197085299034,3,train,True
1656,-0.363855567047476,3,train,True
1657,-0.627341031834934,2,train,True
1658,1.18967388295491,8,train,True
1659,-0.169174203236164,4,validation,True
166,-1.01975967575003,1,validation,True
1660,0.389482930732653,6,train,True
1661,-0.797627983344865,2,test,True
1662,-0.202110825156264,4,train,True
1663,-0.580785304170333,3,train,True
1664,-0.197525994061146,4,train,True
1665,-0.0746562081881389,5,train,True
1666,0.339319351178646,6,train,True
1667,-0.095770147723419,4,test,True
1668,0.283146536145946,6,validation,True
1669,0.127267106088956,5,train,True
167,-0.864915467942119,2,train,True
1670,-0.230755459666951,4,train,True
1671,0.270627040527271,6,train,True
1672,-0.7241195892217,2,test,True
1673,0.365979949059147,6,test,True
1674,0.529186544767807,7,validation,True
1675,-1.32491724719156,0,train,True
1676,0.718707977334249,7,test,True
1677,-0.059104053053905,5,train,True
1678,-0.570809413865563,3,test,True
1679,0.361947392971948,6,validation,True
168,-0.423660963561397,3,train,True
1680,-0.44487077270403,3,validation,True
1681,0.540789360770357,7,train,True
1682,0.42070734108211,6,train,True
1683,-0.522511857736317,3,train,True
1684,1.74543928161304,9,train,True
1685,-0.16472534431424,4,test,True
1686,0.382249162672266,6,test,True
1687,0.0297079790950626,5,train,True
1688,0.864857525422152,7,train,True
1689,-0.420441927792164,3,train,True
169,-0.893323151477827,2,validation,True
1690,-1.08274382085911,1,test,True
1691,-1.30740540991409,0,train,True
1692,-0.638066949971314,2,train,True
1693,-1.18448837202927,1,train,True
1694,-0.673253334373004,2,test,True
1695,-1.12782236228201,1,validation,True
1696,-0.881984723647534,2,train,True
1697,-1.02671141174837,1,train,True
1698,-0.404106164303713,3,test,True
1699,-1.1854766384248,1,train,True
17,-1.61045734645766,0,train,True
170,-0.566776107638134,3,train,True
1700,-0.698426790243934,2,test,True
1701,-1.09011191962227,1,train,True
1702,-0.539129745026432,3,train,True
1703,-0.21435266419077,4,train,True
1704,-0.646301386209096,2,train,True
1705,-0.862463966459676,2,validation,True
