a,b,c
1.369511248400297365e+00,9.448006660391783385e-01,2.645063390377850876e-01
1.016450092665946991e+00,-1.656663925229738821e+00,1.700946350954365971e-01
1.147903642919937184e+00,9.081520488224996690e-01,2.292787906642688722e-01
9.912089629307887506e-01,1.517423466333643445e+00,2.628096284915577008e-01
1.268523660663361419e+00,1.262028032993131044e+00,1.266748213372575760e-01
1.357864778212395818e+00,-7.642574911321946551e-01,1.498313065055522086e-01
1.142662362919287133e+00,-1.156633960329135347e+00,2.601347361558435378e-01
1.326998672259438905e+00,-1.490090214940949620e+00,1.542931186938819865e-01
1.685067403160842581e+00,-1.331184878562760021e-01,2.795005115490722947e-01
1.118595505174047489e+00,8.225384019699577554e-01,2.023495183372496786e-01
2.053745120046505779e+00,1.122657710216182103e+00,2.198727420882262418e-01
1.014292734177109967e+00,-1.411303553088127938e+00,2.161874154974115503e-01
1.559540343905647219e+00,-1.255395643707145348e-01,2.948446383367982482e-01
1.059058680529264329e+00,-2.822313189986683235e-01,2.977179483197866516e-01
1.352019684511423625e+00,4.596576596199645204e-01,2.936031498939695172e-01
1.496280595242266864e+00,-1.671367506352213317e+00,1.480921751682987286e-01
1.502890518935915853e+00,-6.499128020405366968e-01,2.358597047675774494e-01
1.274320040309268043e+00,-1.379399728304899209e-01,2.576275032810173005e-01
1.041646994483458544e+00,2.402358005888179104e-01,2.763852376811437028e-01
9.759781726606561181e-01,8.225841741665088636e-01,2.577748747083218883e-01
5.112845270693506805e-01,-1.110622910362553561e+00,2.617727385805169171e-01
9.042461670268460150e-01,-4.151629020488838973e-01,1.819382988849909955e-01
1.109504705737926589e+00,8.788727792889992063e-01,2.657951187063059550e-01
1.178560043300528770e+00,-1.154587563912629955e+00,1.710761540262004665e-01
9.674678276848371894e-01,6.242710745542288109e-01,2.600616871872711844e-01
1.696040098441998545e+00,7.930603146529764391e-01,2.457407823174066197e-01
1.052638008182402718e+00,1.155477057811558295e+00,1.894234935572109702e-01
1.256689624290273422e+00,-5.644776998952109048e-01,2.153385928288581441e-01
1.340008885355691515e+00,1.209368411719613068e+00,2.550363096564989274e-01
1.245164038198543821e+00,2.667305146795605708e+00,1.371467120239084347e-01
9.697868893960271963e-01,8.983538829275861115e-01,1.745273862989406843e-01
1.403186759287470498e+00,-9.661356617524757828e-01,1.381223975853109187e-01
1.230588162629961735e+00,-1.179866704413401912e+00,1.227717756540966931e-01
1.707943859092084793e+00,-1.394961339247315024e+00,2.997612923183732847e-01
1.396933945886501549e+00,-4.716641674338982182e-01,2.089937735664690321e-01
9.810908004279286221e-01,-1.048434639240799271e+00,1.121578881684353324e-01
1.324627213116789326e+00,-7.358799539535184620e-01,1.836849547197589028e-01
1.158927616788579362e+00,-6.593811652528615008e-01,2.287404431505434543e-01
1.155174877465717342e+00,-1.588920459708926397e-02,2.280673030735639595e-01
1.220941732981483785e+00,-4.363773198353550903e-02,1.493001719776144431e-01
1.356726404386816798e+00,-3.719450646819802975e-01,1.807874510631988230e-01
1.128241589444930026e+00,1.804416817050182864e-01,1.555114907442440020e-01
1.216384912225598969e+00,-4.534630796384345186e-01,1.195558288944035680e-01
1.286370183437451242e+00,-8.454770384549344930e-01,2.740403782108253861e-01
9.932673554059832099e-01,6.075496758674576725e-01,1.339880694667613947e-01
1.187113425902433406e+00,2.613640805059315730e-01,2.329074008287660980e-01
1.009469674259756866e+00,1.102489346341901433e+00,1.551374186131354860e-01
9.492081531776808134e-01,-5.643294204296593897e-01,1.468308127103606642e-01
1.410257222972452373e+00,1.983496410277104521e-02,2.447388516584315943e-01
1.612635976668359561e+00,1.358913780044312514e+00,2.053367960122401414e-01
1.152684154092292967e+00,-7.606142828469588668e-01,1.869127727528993588e-01
1.402741199075331346e+00,3.113494519963130869e-01,2.290619608255735351e-01
1.370065481926493023e+00,4.759415573660075172e-01,2.008408259404341756e-01
1.285320952914504211e+00,-5.637487694398380933e-01,1.492356666500119500e-01
1.556436379386318736e+00,1.220646397564185692e+00,1.035629731637257023e-01
7.174210882260212419e-01,2.125417003443015762e+00,2.854718839765949534e-01
1.525335837131531758e+00,-7.869692099897517279e-01,1.041349025954264040e-01
1.150066972856924385e+00,2.065935867017584471e+00,1.813957076506678978e-01
9.411305817286292896e-01,5.706265014546659797e-01,1.235721377487204731e-01
9.021113899030553940e-01,-1.311649022768136330e+00,1.278204549247276833e-01
1.317632873422554418e+00,-6.543572012037444097e-01,2.330359821654149621e-01
1.174725100708817083e+00,-4.603672959147445121e-01,1.458547341083337445e-01
1.184117588983252034e+00,-1.180548792228673038e+00,1.413184017541525006e-01
1.470910533188171554e+00,-1.320769666694876943e+00,1.613022212021841539e-01
8.950030401190800511e-01,-1.208299583273736710e-01,1.154129964680550291e-01
8.293879096100749138e-01,-6.282066764401365022e-01,1.123518904640464777e-01
7.761668487919728410e-01,-1.064930979373583941e-01,1.389793194297974654e-01
1.077076402919495468e+00,7.172662662374129638e-02,2.548958164222335787e-01
1.004876551450279543e+00,8.219458974010992458e-01,1.848534395739153124e-01
1.453595756051172749e+00,7.112792859313024074e-01,1.973803593723648109e-01
1.341233805056102124e+00,2.758913454267682419e-01,2.641542259462613118e-01
1.436744285041429370e+00,1.998286205164643059e+00,2.077437809874293773e-01
1.516132063957764675e+00,6.079984415726484848e-01,1.780732281478092927e-01
1.000383240789458172e+00,5.200124127251989220e-02,1.388114857519831824e-01
1.485151901263454643e+00,-3.723724626815149152e-01,1.286898971763930921e-01
1.030026351841725196e+00,1.933709110996179481e+00,2.467388395207072427e-01
1.345123033536241630e+00,1.055037298111448640e+00,1.075765664168840952e-01
1.354569004049500203e+00,3.155759972280431924e+00,2.147239191592150986e-01
1.378247692527547086e+00,8.289379536817679250e-01,1.424291762970900932e-01
1.510971860328178540e+00,-9.523166811448762203e-01,2.587089843543188272e-01
9.782385436113080202e-01,1.441184878655612955e+00,1.251040691179758080e-01
1.232543834917767533e+00,-4.022840559014004280e-01,2.503280027197308799e-01
9.773566317940463044e-01,-1.060192990449120742e+00,2.700861970466055806e-01
1.598079602133599231e+00,-9.191019580231574171e-01,2.343652476968995924e-01
1.438470788095975283e+00,1.849711139187613984e+00,2.259594906450507756e-01
1.369540501812185784e+00,4.817814546389337371e-01,2.486214243736637741e-01
1.155069051108888356e+00,1.440718029998740768e+00,1.359012022134946096e-01
1.154246174799924418e+00,-1.523997172698128955e+00,2.227079079079074542e-01
1.481649221526438964e+00,-1.626976522184415963e-01,1.328731869858316983e-01
1.329005766912003228e+00,-1.121507367115609721e+00,1.490738932930927851e-01
1.308304209005496599e+00,9.508435522363509751e-01,1.581967299796237791e-01
1.242822541831099858e+00,2.561465848649341903e-01,1.114134773807728129e-01
9.275364804031078769e-01,8.819059068496204468e-01,2.200229753032957869e-01
1.150792428250337451e+00,1.019424678525014949e+00,1.771641647295812139e-01
1.478384191766597411e+00,5.858695293087163858e-01,1.947087353248441177e-01
1.628558911062832681e+00,1.325326184565284615e+00,1.585794271276523282e-01
1.337004544817307128e+00,-6.566702343045411894e-01,2.014141485996273906e-01
1.558515714523228679e+00,3.014297810902574759e-01,1.763017289925852549e-01
9.050614639870426803e-01,1.149041541732234606e+00,1.645433114522979190e-01
1.084463185059316936e+00,-2.741326806983416242e-01,2.206641171497367437e-01
1.618493190705610152e+00,1.210318011497943047e+00,2.976365684137668999e-01
1.205218444133234090e+00,7.662856417108947216e-02,1.856287666643742784e-01
1.556292356698280033e+00,-3.956746041639100375e-01,1.420329609431844886e-01
1.659360524003388182e+00,1.327805256665541167e+00,2.795204480725408391e-01
1.229084182329369446e+00,6.747876140851307714e-01,2.889066378510475319e-01
1.152421884915192374e+00,1.605864511571423181e+00,2.829956812726897586e-01
1.094193933328275081e+00,1.508771175150913635e+00,1.718138885175860553e-01
1.645967673085389826e+00,-1.752842817049168556e+00,1.355300323792645867e-01
1.191360688375511234e+00,8.615358787696968459e-03,1.835744416480670771e-01
1.724047825034623838e+00,2.817492267884999860e-02,2.650789399799645674e-01
1.514687755956931614e+00,9.025745533032552004e-01,1.781890530198850242e-01
1.580522371140372861e+00,8.861114957656232027e-01,2.519924646156588843e-01
9.839301672492792861e-01,-6.511602659081646705e-01,1.504575846583234289e-01
1.013686876190980080e+00,5.897296046796389468e-02,1.492864572427325121e-01
1.034585831662682143e+00,-1.082550030907576621e+00,1.081632976472099994e-01
1.273262868950354898e+00,-5.559385467303638029e-01,1.733730109837267330e-01
1.286658349157420167e+00,1.421608602114597497e+00,1.594492133315654203e-01
1.086713037700377305e+00,4.424857982907037801e-01,1.481643391461655301e-01
9.133057183982510319e-01,-7.675650358770599313e-01,1.967077971308825723e-01
8.540465025710939351e-01,-1.270597009553790624e+00,2.743860067761546007e-01
1.341521748639757039e+00,2.014812689630061548e+00,1.922118730496766847e-01
1.046755699004562556e+00,3.581199763780692491e-01,1.358443642794010253e-01
1.164952618265483020e+00,1.463912235910123316e+00,1.387136728216688264e-01
9.445541278194151680e-01,-1.614074396763049313e+00,1.593161663400983474e-01
1.513238465662334331e+00,1.308572378191133811e+00,1.698564061830847849e-01
1.077384833022128063e+00,6.344735145059492432e-01,2.502359557855324823e-01
1.448579425687111844e+00,-1.083909831116363520e+00,1.437640813557126140e-01
1.377318620075906885e+00,-6.458921767760710253e-01,2.657730528692781591e-01
9.805438773234687044e-01,3.372701822283408757e-01,2.549145051967669495e-01
1.606108991930944585e+00,-3.208280094315985598e-01,2.324622875616065565e-01
1.276304710428706413e+00,-6.892901351107556529e-01,2.812943297114416374e-01
1.129687663735966963e+00,-1.413257306549983827e+00,2.610657557890309621e-01
1.505778886688259544e+00,-2.336776005738076534e-01,2.066102003059081260e-01
1.184912049287230706e+00,1.183077710067351962e+00,2.217572890751775549e-01
9.011813483431470040e-01,6.073770816169776765e-01,1.210798261052136171e-01
1.683456654885581827e+00,8.140561726354048622e-01,1.520625241734636646e-01
1.256499098145797522e+00,-2.132774209634487883e-01,2.814892205131555580e-01
1.326301758039991396e+00,1.630735860131917958e+00,2.747905249508736381e-01
1.138636339543754206e+00,-1.184434322228517411e+00,1.844932162703339373e-01
1.211827078161994642e+00,-2.982376445539660637e-01,2.130804890355231518e-01
1.022295798424040836e+00,-1.264280553582064703e+00,1.911562264373969644e-01
1.137439115153146885e+00,-8.370258969808181959e-01,2.664527318199211847e-01
7.700439123360923732e-01,1.376441244010944143e+00,1.768952242413444620e-01
1.082456009559156440e+00,-1.155856975000959963e+00,1.964757306631310929e-01
1.523380159454415850e+00,-5.200383800626001696e-01,2.959333440663514669e-01
1.431667291578548218e+00,-2.959215521467510435e+00,2.800854279859110729e-01
1.142499828167314657e+00,-1.874617724524452411e+00,1.588162843525935952e-01
1.328656377565143432e+00,1.331424426747152667e+00,2.199174829778455520e-01
1.453202473862432509e+00,-1.736628468746556075e+00,2.599089284749511730e-01
1.154277290765296948e+00,8.065183058179010711e-01,1.899916019021047064e-01
1.462515987389327421e+00,7.966707038042830646e-01,2.895611960256444517e-01
1.073470849445656849e+00,-9.573948339134731311e-01,2.750454396788628020e-01
1.450051806531309051e+00,-6.953483349429633309e-01,2.743504101832801578e-01
1.437731857228867538e+00,-1.392294944785565924e+00,1.556486670220394442e-01
9.619656195260727349e-01,-1.447587640010575383e+00,1.915090296624964161e-01
1.228798620186857926e+00,8.620102765324053062e-02,2.161119927118113071e-01
8.864336318782011226e-01,1.399788050439595699e-01,1.930121449976305581e-01
1.116912440464285838e+00,-8.317382445416456882e-01,1.766171833526853086e-01
1.049475995470710687e+00,7.277655960595609264e-01,1.992460090253846960e-01
1.331798221954068273e+00,-5.170436212155050670e-01,1.604351147958830714e-01
9.023205729781847984e-01,1.713339360454695592e+00,1.426720029640582976e-01
1.111122844486803984e+00,8.274124451131579239e-01,2.608165673061743073e-01
1.220410651269724145e+00,-1.475931197443048237e+00,1.391585822404741157e-01
6.498928679452470325e-01,-1.519299370619285661e+00,1.778990360855254027e-01
8.159849669004943795e-01,-1.548517680399698504e+00,1.520895982533050639e-01
1.400423752077957218e+00,3.963986550079232063e-01,1.570666248498942541e-01
1.375283951108677405e+00,7.751664838275434954e-01,2.609909128668875811e-01
1.273671199059888792e+00,1.563305934886401127e+00,2.228779482216786401e-01
1.557652059743460882e+00,-8.742621046819326613e-01,2.587686546371449903e-01
1.170008454139079834e+00,4.672937387323724545e-01,1.724833605154424965e-01
1.066248626966747937e+00,-1.438063959380672385e-01,1.764454225709639612e-01
1.337770291529775557e+00,1.523005492875339373e+00,2.633171492790482016e-01
1.254546396964504096e+00,3.104393044116672273e-01,2.231874702637622054e-01
1.510659421990175666e+00,-6.938971423846539144e-02,1.022735457551871008e-01
1.105603291441500602e+00,1.262800750352385482e+00,2.782185623418622078e-01
1.404009507366580811e+00,-3.037534707511150844e-01,1.306313716991283902e-01
1.297977312688280316e+00,-2.548144463722198383e-01,1.725424191595718582e-01
7.709839785345533603e-01,1.104752769049724304e+00,2.464957095746106719e-01
1.014116674281794639e+00,-9.945963229495548008e-01,1.674712650146436277e-01
9.251123479642655578e-01,-7.352807675153720801e-01,2.943365457288397713e-01
1.087497073139370496e+00,-2.728783881461181338e+00,1.135319812025096936e-01
1.377173070305634184e+00,2.243770854045624707e-01,2.194973539628479187e-01
1.375048112610425255e+00,-1.008599638813665544e+00,1.738204192347311550e-01
1.444678955732473069e+00,1.182218115422968729e+00,1.165330525445757853e-01
9.767678152987957496e-01,-6.700686401810164172e-01,1.492708574955222967e-01
9.076316976009954907e-01,4.399612061929989992e-01,2.564099484843425092e-01
1.130174719563207697e+00,8.754410216571594239e-01,1.571487433297306668e-01
7.859926832674435371e-01,1.141862944122761903e+00,1.479440114015930785e-01
1.053260641661935448e+00,-8.864398050310401400e-02,1.101861899528791267e-01
1.201098474966809437e+00,-2.651026217651525699e-02,1.386146401233496195e-01
1.214600396143605154e+00,1.273713970056698619e+00,1.883997086741534543e-01
1.236281035522296179e+00,-5.465520263484219265e-01,1.749479624983964199e-01
1.048511451661765959e+00,2.204454043022565202e+00,1.484173254567649758e-01
1.355076029259267623e+00,1.380995173690328648e-01,1.198222285619064964e-01
1.368732590142974326e+00,4.798137817709834385e-01,2.452298764883779347e-01
1.453380421168352754e+00,-6.777829077158628035e-01,1.074269830707915707e-01
1.634227329724932343e+00,-9.533639371172901722e-01,1.954231468514557590e-01
9.357017469446986535e-01,-1.304456980749489348e-01,2.108508305239909786e-01
8.310487136073760883e-01,8.422947998167988892e-01,2.383117746003288462e-01
7.827333596156372808e-01,-2.144985981681868825e+00,1.366582373307642095e-01
1.535335698184155273e+00,9.961255586924995242e-01,1.049206578372557513e-01
9.005443918283787541e-01,-2.223085415287381073e-01,2.707474842368644552e-01
1.278666575977932318e+00,-2.534629150284443133e-01,1.351703663588009197e-01
1.621689231884002824e+00,6.676493943419870014e-01,1.578498280472582505e-01
1.318743687032566170e+00,5.608263703352962537e-01,1.680736514887248290e-01
1.062197942125787442e+00,-2.589605247793727472e+00,1.069971882127734308e-01
1.419718538472906078e+00,-6.724965454514184593e-01,2.619541641316852076e-01
1.045714413762317996e+00,-4.831798517568249296e-01,1.467763111454461200e-01
8.855270954886582668e-01,1.085124852162246079e+00,2.891530376005757019e-01
1.600354326604335853e+00,1.762152337541763147e+00,1.567650132889906733e-01
1.290718042317355652e+00,-1.717807828827672689e-01,2.476661104831196503e-01
1.253130726858794564e+00,-7.781360347859257731e-02,2.846615833912445881e-01
1.213756905237299621e+00,5.602723521107673132e-01,1.324322247865646618e-01
6.526261186429852534e-01,3.099435468421802078e-02,2.792599189769163215e-01
1.619542986755303504e+00,6.440357616445610001e-01,2.579645246228868816e-01
1.788891272040891600e+00,-4.125549906233821895e-01,1.195769715198522348e-01
1.348188109157753889e+00,-9.632931309971319855e-01,2.768684958317865208e-01
1.108215525778810884e+00,1.174034209031718623e+00,1.131675644335784492e-01
1.240983221503432432e+00,-1.344017991635060971e+00,2.208665187028369392e-01
1.081265101528667616e+00,-1.740676379721671774e+00,2.946622716123624142e-01
1.516847681602402798e+00,4.658208187614562013e-01,2.407242589534926980e-01
1.562976962165643968e+00,-4.905552664154036457e-02,1.785048076644739912e-01
1.393328796883877896e+00,-2.098689978998928840e-01,1.854459407261082604e-01
1.283066755968842898e+00,-1.667558706973626625e+00,2.173866028627599867e-01
1.019379354678356941e+00,7.103408499920522701e-01,1.563101598744565945e-01
1.435009723660012115e+00,5.870121439772963967e-01,2.148402733410874066e-01
8.981397559731855162e-01,1.721713813193514464e-01,1.195295383620198076e-01
1.406361907441641801e+00,1.122327956985798236e+00,1.252733983758978209e-01
1.180718407035599826e+00,2.008223131373457204e-01,1.501496499390488348e-01
1.588473595195415644e+00,-4.485879187071703522e-01,2.048514651022559641e-01
1.315377357437248262e+00,1.481714303262428034e-01,2.112838317937172916e-01
8.920711074680904851e-01,1.177911607721536802e+00,2.480461017166404603e-01
1.235405454972119621e+00,-7.549115760860950486e-01,2.403486828421682597e-01
1.142657977089311494e+00,-1.072313691218239051e-01,2.942138313277657957e-01
1.479632536231378692e+00,8.547444328722416662e-01,2.387958879562617209e-01
7.881632894139599665e-01,1.357579552323223915e+00,2.967877722805092877e-01
1.769008649965019941e+00,1.665457602066286569e+00,1.981082513691299340e-01
1.407212143487681422e+00,-1.138770890187548845e+00,2.517645769972199354e-01
1.068165232190677605e+00,-4.392169509077279987e-01,2.256999558464025946e-01
9.389241670022300257e-01,-5.472752839567389671e-01,2.067536391779889460e-01
1.095210290033830081e+00,-7.392587226043160209e-01,1.645642782655617753e-01
9.226367767795606856e-01,7.475230798721504977e-01,1.834419022449346737e-01
1.040060807021472966e+00,1.832750075240391796e+00,1.061597924156098965e-01
1.117142509816138496e+00,1.021059534093628596e+00,2.992415486724213092e-01
1.203448254583435739e+00,-1.485195714103358267e+00,2.669076771957744620e-01
1.008205096903920905e+00,-7.834519110552637944e-01,1.514846197725963906e-01
1.515427903460882408e+00,2.544004506694685364e-01,2.163028313755925858e-01
1.169474696523526092e+00,8.399749173892170351e-01,2.164798232430988900e-01
1.119524973289473646e+00,-2.671041682261187655e-01,1.564793682285667009e-01
7.115132028574511214e-01,-2.337852010481066944e+00,2.599261428484891390e-01
1.180246397228189359e+00,5.980596854261079898e-01,1.723323564867267621e-01
1.871292688739449428e+00,-4.007158427283469271e-01,1.296247886672803051e-01
1.474716998748520691e+00,6.948072587791946919e-01,1.987729819416012844e-01
1.562400834833013397e+00,-8.735501784104503509e-01,1.441363808495439991e-01
9.944331906195980064e-01,9.785055375826834378e-01,2.790825638722474467e-01
1.595102687532983232e+00,-1.099596184168317725e+00,2.984849940990416672e-01
8.513954761569035856e-01,-4.449309100715722054e-01,2.007637670105922034e-01
9.793725279412678342e-01,4.711992370666658880e-01,2.688058991470455017e-01
1.276244597415207460e+00,1.450067374767118576e-03,1.553401050013607509e-01
1.086550442758798196e+00,1.059869455714588932e-01,2.633423019195769710e-01
1.024900021832966468e+00,-2.993832746077355056e-01,1.640747061502705051e-01
6.800292950515798296e-01,4.747964766718487106e-01,1.052126696004188483e-01
1.174645043481115536e+00,-1.178675574934457959e+00,2.767620020108845225e-01
1.192216423604990583e+00,5.985947127321409322e-01,2.646523240642981167e-01
1.214098136857667098e+00,2.125758284811458232e+00,1.449482114588341586e-01
1.624484336341886603e+00,-2.778202581178975117e-01,2.440629577951452245e-01
1.394410968870573697e+00,-2.486346391949955381e-01,2.985157850867521945e-01
1.241259142838667895e+00,1.299555802330284893e+00,1.900789526655934925e-01
5.717083351872560559e-01,8.734132021823504122e-01,2.786086537408096198e-01
1.661143838831079522e+00,-2.659192654480224127e-01,1.480206111282301173e-01
9.663977144736983771e-01,1.124765776138808793e+00,2.052187706018836488e-01
1.340170478948654598e+00,4.333101693965575874e-01,1.337742298611787062e-01
1.353234705891430689e+00,1.518842129793524398e+00,1.980471413916956303e-01
1.551185003543403607e+00,-1.776117384304134905e+00,1.933927368267942259e-01
8.591148401951490543e-01,-1.529892008615683752e+00,1.001905024459341514e-01
1.510405457672318041e+00,-1.382350366852105106e+00,2.208507333578403065e-01
1.321427558124972368e+00,-4.254992770519175904e-01,1.294085255369867293e-01
1.672072648227102887e+00,3.641710338190080609e-01,2.955880996918210379e-01
1.449011036477791947e+00,-5.328969252524774491e-01,2.358276522458288282e-01
1.078021065658282485e+00,-2.169492442025992562e-01,1.873816419306002790e-01
1.333113807956139540e+00,-4.148435423185733439e-01,2.268782669275630770e-01
1.026980859517484079e+00,-4.891659819724729075e-01,1.775548612724627273e-01
1.149011015277067171e+00,9.394933607788278351e-01,1.100433593327257986e-01
1.268988593695167921e+00,-7.486548057083079744e-02,1.674809538976283763e-01
1.251050638195023934e+00,-4.823047552619348366e-01,1.266136158484462981e-01
1.297490530524154417e+00,-1.098823202854885439e+00,2.048950844806845528e-01
1.382063041620908539e+00,2.066476536372017503e-01,1.100194252366289427e-01
1.463000569753596602e+00,1.040464457611169680e+00,2.566042666169645048e-01
1.670302068586192235e+00,-7.515536370463041793e-01,1.656231827148303137e-01
1.417651463716900651e+00,1.710460918789225293e-01,1.011819290255686482e-01
1.155038199734184090e+00,-1.475527907493975333e+00,2.511804791745035348e-01
1.070418443555272381e+00,-1.813325596660178229e+00,2.692259504769510814e-01
1.355488285296245987e+00,2.038902564083144409e+00,2.684545093423972850e-01
1.282742463127787058e+00,1.207854986238494216e-01,2.558199754692317418e-01
1.034673341488867360e+00,1.464845078850231852e+00,1.149504888310423772e-01
1.104801077156398081e+00,-1.041668228434807331e+00,1.657584087549848484e-01
1.060246399017612307e+00,-4.196765970393372958e-01,2.607687809506021859e-01
1.007260669416011334e+00,1.547665705636133815e+00,2.134943737858401025e-01
6.942491051781187750e-01,5.452746094007091537e-01,1.407421526602912198e-01
1.224259326952488403e+00,1.842055760941909037e+00,2.445719700312214417e-01
1.228691043630179225e+00,9.222233605267503576e-01,1.782164420156328588e-01
1.074434498191472409e+00,-1.073438929345610804e+00,2.541374428792412266e-01
9.777570391442200748e-01,2.706144683638541437e+00,2.758682469365690282e-01
1.457087567808173389e+00,9.939325901708180311e-01,2.398294625197421315e-01
9.614447804113435136e-01,-3.326251802016642611e-01,1.397261116847974827e-01
1.352159710421210637e+00,1.043423814420311596e-01,2.606490963989535614e-01
1.264138482340011471e+00,-3.559253587556043263e-01,1.792432931316221556e-01
1.047523384007733815e+00,1.627802754358819437e-01,1.517979441793260442e-01
1.295412531305560444e+00,-1.152397859656048712e-01,1.229255666092146509e-01
1.014016824462255384e+00,1.505975423870356655e+00,2.329077337599605169e-01
1.236875795793315858e+00,8.940064539582943670e-01,2.447993978850600549e-01
1.050674881660486060e+00,-1.057249170985864739e-01,2.163440927018945581e-01
7.438721566985193601e-01,2.696803113601720536e+00,2.571023758381943414e-01
1.298184558674393418e+00,-3.165204806568141516e-01,2.997446538847283737e-01
1.331658384158381558e+00,-1.247169277081570327e+00,2.196776653136491009e-01
1.330977069060299778e+00,7.497454100960958545e-01,1.674261529500924439e-01
1.009421214868005956e+00,-6.446190060979208880e-01,2.300547889769679333e-01
1.013650123678167425e+00,-8.395996324669594557e-01,1.583785201804656095e-01
1.277693433881908369e+00,1.949177601767209334e+00,2.771113211620804262e-01
9.028436634768479685e-01,2.788328808453494068e-01,2.713221458140485098e-01
1.091758537449141198e+00,-1.048591298272272043e+00,1.091372742758780351e-01
1.268004015682722807e+00,-2.966739439848292692e-01,1.435778125541330719e-01
1.474609322849292026e+00,-3.548763462029897453e-01,2.140912573481412451e-01
1.305415667968078841e+00,-2.187611570052275939e-02,2.575647154579998599e-01
8.260636927388478323e-01,9.912376286072190762e-03,2.687901201064259449e-01
1.369926867917577118e+00,-1.072806294268100702e+00,1.540556964278714525e-01
1.518406075850933457e+00,-1.962508278228476399e-01,2.559303847174689839e-01
1.044475395159087716e+00,1.861170193722724853e-01,1.265466145919742214e-01
1.463533349911799730e+00,4.818407663231779603e-01,1.672434572578414547e-01
1.598725341086801421e+00,2.849009062189211128e-01,2.072407785617683962e-01
1.150373362431909685e+00,6.816619695198024020e-01,1.034283516239362100e-01
9.744216325703100035e-01,4.703960267721345456e-01,1.355354950998280406e-01
1.211021497932263546e+00,1.898772525903553443e-01,1.533707998253220073e-01
1.290012230123136039e+00,1.668695730011563461e+00,1.221851096422099936e-01
1.308850899948516888e+00,-2.153145638051581212e+00,1.861098841891318800e-01
1.218895789178525257e+00,-7.261127568997375326e-01,2.163894533340172399e-01
9.918988367323456901e-01,4.146401330403175489e-01,2.587794700745585930e-01
1.292627677859614410e+00,-5.194217409564449994e-01,2.524618303571592448e-01
1.494245063092489056e+00,5.505353002622003222e-01,2.397443918137754648e-01
