"item","a","b","n_observed","n_correct","converged"
"A67329",-0.0246000418444203,-2.44560325454339,5586,2709,TRUE
"A67331",1.0567259745858,0.858354400731275,5586,1791,TRUE
"A67334",0.53129435953517,1.16228573885471,5586,2002,TRUE
"A67337",0.683725246657749,-1.95878659357695,5586,4312,TRUE
"A67341",1.31475698776037,-0.217413772682542,5586,3056,TRUE
"A67344",1.01201415088586,-1.84523990960085,5586,4625,TRUE
"A67350",0.166036164016591,9.29286305681992,5586,991,TRUE
"A67356",0.475495396233011,2.3808901107835,5586,1417,TRUE
"A67357",0.968048363284348,-0.621569381471301,5586,3464,TRUE
"A67369",1.97036040790473,-2.37661435128228,5586,5392,TRUE
"A67374",0.620667079347943,-2.19367779715262,5586,4351,TRUE
"A67376",0.921139115187067,-2.48319688213357,5586,4920,TRUE
"A67378",0.274077554174993,3.79303250179442,5586,1478,TRUE
"A67381",0.454192501972994,2.73433150322344,5586,1304,TRUE
"A67385",1.24413971870152,-0.913353275439148,5586,3926,TRUE
"A67392",0.558602578223957,-2.30388902771171,5586,4299,TRUE
"A67394",1.5357460523714,-0.600892526070607,5586,3630,TRUE
"A67395",0.657176237734305,-4.28067493505719,5586,5214,TRUE
"A67397",1.19776168541062,-1.21836900509711,5586,4232,TRUE
"A67400",1.77527449289129,-1.54472328217255,5586,4838,TRUE
"A67408",0.381066816866191,0.682947535299642,5586,2442,TRUE
"A67411",0.959630944887176,-6.140289524804,5586,5563,TRUE
"A67419",1.27853513167889,-1.1278844908551,5586,4185,TRUE
"A67420",2.72047734999922,-1.98383099164878,5586,5356,TRUE
"A67422",1.45214490603733,-1.63128023211194,5586,4770,TRUE
"A67443",0.499444507987634,-7.99440155695668,5586,5473,TRUE
"A67460",0.98557145759151,-3.62520785041315,5586,5363,TRUE
"A67461",1.10260255500391,-0.655066575395924,5586,3560,TRUE
"A67465",0.94322457735174,0.0992218468416544,5586,2665,TRUE
"A67470",1.32056068654411,-1.67308273807638,5586,4729,TRUE
"A67480",1.12611040102108,-1.15202945308396,5586,4118,TRUE
"A67485",-0.00608858826863933,110.4167099269,5586,3698,TRUE
"A67496",0.347560515243733,-2.37729551854552,5586,3858,TRUE
"A67500",0.972304904945647,-1.91510323378255,5586,4636,TRUE
"A67505",1.33428567782953,-0.965445092434282,5586,4030,TRUE
"A67511",1.10450654973843,-2.32451215227261,5586,5004,TRUE
"A67520",1.3001774947821,-1.37782348956437,5586,4454,TRUE
"A67523",0.864487169905119,-3.91291930080761,5586,5340,TRUE
"A67525",1.29603118308527,-1.45563139998966,5586,4525,TRUE
"A67530",0.512236420549092,-2.72749672203824,5586,4412,TRUE
"A67537",1.5154494755154,-1.44150895821871,5586,4632,TRUE
"A67539",0.155653010715087,-11.3243505152515,5586,4762,TRUE
"A67549",1.38403796928194,-1.05786193368947,5586,4161,TRUE
"A67552",0.0421021418125766,20.2105269639348,5586,1672,TRUE
"A67553",0.136275159708596,7.79997789425655,5586,1439,TRUE
"A67555",1.85936983063802,-1.91086749767454,5586,5145,TRUE
"A67568",0.759677980269912,-2.60942876694668,5586,4789,TRUE
"A67571",1.707812092578,-1.14417978115353,5586,4396,TRUE
"A67577",1.93245065380449,-1.7812159560179,5586,5081,TRUE
"A67582",0.595257724643985,-3.81179826419293,5586,4997,TRUE
"A67591",0.646252076271591,-1.80336333358291,5586,4157,TRUE
"A67592",0.536486938946505,-3.36831008146149,5586,4732,TRUE
"A67594",0.613663144256509,-0.308569128734194,5586,3029,TRUE
"A67595",0.735352989799815,-1.38486514977935,5586,3981,TRUE
"A67598",0.956848190012089,-1.39115760808257,5586,4212,TRUE
"A67601",0.573714597518767,-0.127296866404719,5586,2882,TRUE
"A67602",1.08625901505924,-0.260328515384584,5586,3085,TRUE
"A67603",0.291843569076204,-1.10540210048728,5586,3230,TRUE
"A67604",-0.237317190705125,-4.62138354745017,5586,1413,TRUE
"A67608",0.211797459327961,-1.5385315941817,5586,3239,TRUE
"A67619",0.744509486319614,-2.57146065036888,5586,4749,TRUE
"A67621",2.40662306088543,-2.21516590855176,5586,5410,TRUE
"A67630",0.855665199619985,-2.66035498880955,5586,4934,TRUE
"A67649",0.945668111541951,0.982599275743238,5586,1741,TRUE
"A67652",0.666250709191603,-0.15794484600107,5586,2918,TRUE
"A67656",1.2708744021525,-1.5686980308028,5586,4610,TRUE
"A67659",0.471184360453054,-4.36756968238413,5586,4907,TRUE
"A67668",0.709227028114346,-1.34843037683988,5586,3923,TRUE
"A67675",1.28656813530917,-3.80572534676481,5586,5505,TRUE
"A67679",0.477980153709941,-3.04398289345048,5586,4471,TRUE
"A67680",0.680424749401921,-1.15519023313741,5586,3743,TRUE
"A67689",0.109967027202267,-5.7182804441521,5586,3641,TRUE
"A67691",1.12823538209908,-1.86997056130741,5586,4743,TRUE
"A67692",0.55761239241601,0.95348992990458,5586,2110,TRUE
"A67695",1.97189490468172,-1.55100135487039,5586,4909,TRUE
"A67700",1.69403367186897,-1.15610220423869,5586,4405,TRUE
"A67704",0.92399307410549,-0.114540266891762,5586,2900,TRUE
"A67706",1.20388207518907,-1.30252746887768,5586,4320,TRUE
"A67711",0.156196565902703,-1.37073616847116,5586,3089,TRUE
"A67714",0.282536360711525,1.36301933788511,5586,2271,TRUE
"A67716",0.0559552577879899,-9.37883215907185,5586,3509,TRUE
"A67741",1.47727074010182,-1.12406671132935,5586,4280,TRUE
"A67744",0.684859056620433,-2.03185483307112,5586,4359,TRUE
"A67750",0.958054203474838,-1.02604295404647,5586,3875,TRUE
"A67753",0.295135585593292,-0.153260041105346,5586,2854,TRUE
"A67755",1.19562472424661,-1.08744570639773,5586,4094,TRUE
"A67760",0.209239147885618,2.61002232626353,5586,2056,TRUE
"A67761",0.911689801126412,-1.54155471538083,5586,4295,TRUE
"A67762",0.362175157486423,-2.22059855108186,5586,3830,TRUE
"A67786",0.567875181141611,1.72852336132439,5586,1594,TRUE
"A67788",1.00673713447567,-1.09290389210915,5586,3976,TRUE
"A67794",1.36295511722991,0.870724943974666,5586,1618,TRUE
"A67814",0.78452666526661,-1.36098330990407,5586,4017,TRUE
"A67838",0.142865055292905,7.20188188471365,5586,1476,TRUE
"A67839",0.679024106034477,-0.47545829398801,5586,3190,TRUE
"A67842",0.177344306193191,2.21628244513078,5586,2255,TRUE
"A67847",0.548196973618228,2.01905672169868,5586,1459,TRUE
"A67850",0.56661052335383,0.45707106317031,5586,2453,TRUE
"A67885",0.840988038450055,-0.561832061747773,5586,3344,TRUE
"A67888",-0.116389770651215,-5.36388450508571,5586,1951,TRUE
"A67900",0.237760379882501,0.592174597401967,5586,2599,TRUE
"A67903",0.25239524252106,2.3822105408376,5586,1989,TRUE
"A67905",0.42012079300234,-3.17069083790614,5586,4374,TRUE
"A67906",0.648153874178458,-3.35072594094792,5586,4933,TRUE
"A67910",0.739145081050925,-0.0410396776062774,5586,2820,TRUE
"A67914",1.14718835620125,-1.9597790107746,5586,4820,TRUE
"A67916",1.82724250657007,-3.10941755266103,5586,5519,TRUE
"A67918",1.13883891550276,-2.72500097342277,5586,5208,TRUE
"A67923",0.949729485270281,-0.992388559432952,5586,3836,TRUE
"A67929",0.000435521431612746,2486.49135650565,5586,1413,TRUE
"A67931",0.990449819092129,1.10406556420933,5586,1592,TRUE
"A67938",1.19907689264721,-1.58031022170996,5586,4571,TRUE
"A67945",0.287439476488468,-0.141770043183305,5586,2848,TRUE
"A67947",0.684377081484612,-0.358789626239397,5586,3093,TRUE
"A67953",0.888046183802264,-4.15000549824764,5586,5398,TRUE
"A67956",1.09833907465875,-0.824494664350131,5586,3751,TRUE
"A67960",0.176972476539642,11.5342116538212,5586,649,TRUE
"A67961",1.20259255742234,-0.673468663666065,5586,3622,TRUE
"A67990",0.499730327766377,-4.20701267020516,5586,4927,TRUE
"A67991",0.724723207918218,-1.78061246415634,5586,4254,TRUE
"A67999",1.99528970592261,-1.01457512806438,5586,4321,TRUE
"A68000",2.13307414299786,-1.59406865809025,5586,4991,TRUE
"A68001",0.724196522050555,0.703139888031144,5586,2159,TRUE
"A68002",0.5570801373977,1.32861064818841,5586,1861,TRUE
"A68042",-0.33920195447127,-1.42493742425895,5586,2149,TRUE
"A68054",0.661533320796831,-0.116970281263616,5586,2883,TRUE
"A68060",0.906169802875491,-0.260197374496567,5586,3055,TRUE
"A68064",0.847646699768656,0.534756388957581,5586,2240,TRUE
"A68070",-0.152638526468818,-7.86282036148412,5586,1299,TRUE
"A68071",1.49244993134818,-1.04799685324891,5586,4198,TRUE
"A68074",1.4901078302035,-2.59467741760166,5586,5333,TRUE
"A68078",0.285173355405804,-5.64618435236982,5586,4635,TRUE
"A68080",0.406783563842932,-0.898426638771831,5586,3277,TRUE
"A68093",0.552047367407896,0.24770418583155,5586,2610,TRUE
"A68094",0.0171253634072368,72.4542552760881,5586,1253,TRUE
"A68104",0.810043611372201,-0.241621196873371,5586,3018,TRUE
"A68110",0.755991443300065,-2.71874071290225,5586,4836,TRUE
"A68114",0.458695555329359,1.06503230801901,5586,2152,TRUE
"A68123",0.454896430944626,0.46760922366943,5586,2508,TRUE
"A68129",0.127484031616988,-7.94016933263425,5586,4093,TRUE
"A68130",1.35484936317074,-1.86321974950516,5586,4894,TRUE
"A68131",0.247127266054033,-13.1921487334803,5586,5374,TRUE
"A68140",0.173478208786992,-3.44038873615643,5586,3597,TRUE
"A68147",1.28854027409431,-1.57518859105679,5586,4627,TRUE
"A68167",1.4276940017713,-2.39497899667684,5586,5232,TRUE
"A68170",1.40273449691128,-2.37100174333487,5586,5210,TRUE
"A68177",1.30844909276391,-0.75696961676586,5586,3766,TRUE
"A68179",0.9765488132648,-0.987562988248668,5586,3850,TRUE
"A68181",0.902217759904047,-1.13070640110461,5586,3931,TRUE
"A68185",0.53244583619874,-2.88419461924143,5586,4526,TRUE
"A68189",1.13757385898612,-1.04511588001508,5586,4014,TRUE
"A68192",1.4553524884328,-0.566294969271529,5586,3562,TRUE
"A68194",0.665643305483965,1.72356536945075,5586,1448,TRUE
"A68201",0.0623239567442144,-17.89670454674,5586,4206,TRUE
"A68202",0.669429023775096,-3.874212743068,5586,5130,TRUE
"A68204",1.17215679262177,0.35622495275623,5586,2315,TRUE
"A68205",0.580951914081718,-2.70145040243028,5586,4541,TRUE
"A68207",0.632348884463431,-0.188509479594372,5586,2938,TRUE
"A68214",0.143515675628587,0.964513160967618,5586,2601,TRUE
"A68224",0.764394925941165,-0.22657132582616,5586,2995,TRUE
"A68252",0.31324526394615,-3.07236017814078,5586,4018,TRUE
"A68253",1.02878128165444,-0.963305929848358,5586,3860,TRUE
"A68257",1.29474798578798,-0.973071411944078,5586,4020,TRUE
"A68270",0.142553629159331,-2.69293952644908,5586,3320,TRUE
"A68281",0.582502323050092,-2.17926650481263,5586,4276,TRUE
"A68293",0.714683216874204,0.959701158354505,5586,1952,TRUE
"A68299",1.21398207089191,-3.03828696586016,5586,5349,TRUE
"A68301",1.19014916997115,-0.703189144961172,5586,3653,TRUE
"A68312",0.618938784569051,-2.80316068523134,5586,4659,TRUE
"A68317",0.30816949838482,-2.11609954585206,5586,3654,TRUE
"A68324",0.998933143295033,-3.68762687269215,5586,5383,TRUE
"A68334",1.18759092396933,-1.20213129254679,5586,4209,TRUE
"A68345",0.587552241486075,-1.63483850953862,5586,3960,TRUE
"A68346",0.365614158674795,0.650844694150533,5586,2471,TRUE
"A68362",0.231637900796098,4.0505287867706,5586,1584,TRUE
"A68363",0.635360255578957,-2.68336385204368,5586,4632,TRUE
"A68365",0.393125699974251,-2.51161381238968,5586,4032,TRUE
"A68372",1.32367959343531,-1.27548581619037,5586,4366,TRUE
"A68374",1.82331933295928,-1.54668471006829,5586,4857,TRUE
"A68381",-0.079454547491262,-10.3355359629745,5586,1708,TRUE
"A68384",1.64733520423063,-1.358796595024,5586,4609,TRUE
"A68389",0.992048600980909,-2.84565642070134,5586,5146,TRUE
"A68398",0.203550167976284,-1.12509301535644,5586,3108,TRUE
"A68400",0.746956137436324,-1.27876565437138,5586,3911,TRUE
"A68405",0.415869162307235,-2.19008899951927,5586,3943,TRUE
"A68406",0.567281880389479,-7.586164956288,5586,5500,TRUE
"A68437",0.702076510037032,1.36906878367654,5586,1647,TRUE
"A68450",0.46333497103634,1.11193128327493,5586,2119,TRUE
"A68451",0.728301054331839,-3.08078581609288,5586,4952,TRUE
"A68452",0.661568136752396,-1.90367461397129,5586,4244,TRUE
"A68455",1.54204083934464,-1.49167380189242,5586,4692,TRUE
"A68468",0.702124866299763,-0.265199155439812,5586,3017,TRUE
"A68469",0.356580074311483,-1.13455188972432,5586,3333,TRUE
"A68470",0.106077328109362,-8.89378249287219,5586,4018,TRUE
"A68484",1.3599723100431,-2.47778504335432,5586,5235,TRUE
"A68486",1.04862998115485,-2.54631148624672,5586,5068,TRUE
"A68492",1.02745436645595,-2.3212462734418,5586,4938,TRUE
"A68509",0.548411991078481,0.627879369606464,5586,2343,TRUE
"A68516",1.68265275638515,-2.1719003769977,5586,5231,TRUE
"A68528",0.916480845468881,-0.835500186733501,5586,3658,TRUE
"A68530",1.2178732062294,-1.29634706648253,5586,4323,TRUE
"A68533",1.72535381633881,-1.33200273946968,5586,4612,TRUE
"A68535",0.579046887711019,-2.47401227920884,5586,4426,TRUE
"A68539",0.995656268754369,0.257900442617085,5586,2478,TRUE
"A68543",0.505804397664329,-1.0397394390442,5586,3469,TRUE
"A68544",0.882706156643714,0.155083337509729,5586,2614,TRUE
"A68547",0.144357583978402,-3.84940730966956,5586,3546,TRUE
"A68549",0.911094295975581,-1.6736682621431,5586,4398,TRUE
"A68551",1.09132221081131,-0.955140957302178,5586,3890,TRUE
"A68553",0.288755604669591,-5.33119937554572,5586,4578,TRUE
"A68555",0.562222836079696,1.94650398524352,5586,1475,TRUE
"A68560",1.2326593631237,-0.0903097337668486,5586,2881,TRUE
"A68568",0.890728088522325,-1.30539086644399,5586,4077,TRUE
"A68573",0.915406701731961,-2.5584564435468,5586,4951,TRUE
"A68585",0.754660388574743,-3.53831275571151,5586,5143,TRUE
"A68605",1.61889817255401,-0.75674345392456,5586,3869,TRUE
"A68610",0.828140705720288,0.0050452791800983,5586,2774,TRUE
"A68620",0.939788757655752,-0.242810920500348,5586,3042,TRUE
"A68624",1.03236267506189,-1.92815959142015,5586,4702,TRUE
"A68643",0.612769544164931,-3.59381372081523,5586,4958,TRUE
"A68647",1.8231573157544,-1.96082196711687,5586,5164,TRUE
"A68649",-0.105990985748352,4.22154673666127,5586,3406,TRUE
"A68656",0.625276129836511,1.10113110487327,5586,1933,TRUE
"A68659",1.16174655398786,-1.58409331448877,5586,4547,TRUE
"A68699",0.640977833755013,-1.32493456452762,5586,3824,TRUE
"A68703",0.925984880920219,1.00670544641906,5586,1733,TRUE
"A68706",0.873690054979104,2.22131067839302,5586,867,TRUE
"A68707",0.196860429409252,0.410875347772452,5586,2681,TRUE
"A68715",0.473243794301543,-3.71879951324888,5586,4713,TRUE
"A68719",1.26415625654303,-0.624149692652365,5586,3583,TRUE
"A68720",1.07172161403581,0.521126730306871,5586,2153,TRUE
"A68726",-0.128538205858752,1.44744518079996,5586,3051,TRUE
"A68727",0.487660107184324,-4.59122774590031,5586,5003,TRUE
"A68742",0.494460006918468,0.974909217924635,5586,2164,TRUE
"A68750",0.905989783959069,0.535176635406241,5586,2211,TRUE
"A68762",0.527167585338178,0.513229655681758,5586,2436,TRUE
"A68763",0.054523250562325,4.50457667144792,5586,2452,TRUE
"A68819",0.291454092962122,-7.13759740532791,5586,4948,TRUE
"A68820",1.30389472989569,-0.846317401387649,5586,3874,TRUE
"A68826",0.473551992789518,-2.19173902284394,5586,4070,TRUE
"A68829",1.48466570349131,-0.0889119961185465,5586,2881,TRUE
"A68836",0.569131869569177,-2.77458243032749,5586,4552,TRUE
"A68841",1.4710798913476,-1.78858680108682,5586,4904,TRUE
"A68843",0.771651757242318,1.0580846778768,5586,1818,TRUE
"A68845",0.197218630120288,-4.64795504908914,5586,3981,TRUE
"A68850",1.01928039481262,-1.64982376075996,5586,4484,TRUE
"A68854",0.298657315571622,1.05734253020495,5586,2364,TRUE
"A68856",0.820316919195625,1.65759288509564,5586,1295,TRUE
"A68857",0.794791698242369,-1.31903010367321,5586,3994,TRUE
"A68858",0.63554628885104,-0.593893592017683,5586,3264,TRUE
"A68863",0.929679514620036,-3.3086107153925,5586,5247,TRUE
